Player,Tm,FantPos,G,Pass Cmp,Pass Att,Pass Yds,Pass TD,Int,Rush Att,Rush Yds,Y/A,Rush TD,Tgt,Rec,Rec Yds,Y/R,Rec TD,Fmb,FL,Tot TD,2PM,2PP,FantPt,PPR,VBD,PosRk,OvRk,Opponent_15,Location_15,PointsAllowed_15,GameCompetitiveness_15,Opponent_16,Location_16,PointsAllowed_16,GameCompetitiveness_16,Opponent_17,Location_17,PointsAllowed_17,GameCompetitiveness_17,Partition,Proj Std Pts,Proj_Std_15,Proj_Std_16,Proj_Std_17,Proj PPR Pts,Proj_PPR_15,Proj_PPR_16,Proj_PPR_17
Trevor Lawrence,JAX,QB,9,18.7,30.4,222.7,1.22,0.67,2.78,12.6,4.52,0.33,0,0,-0.56,0,0,0.33,0.11,0.33,0,0.33,16.1,16.1,,12,74,NYJ,1,14.9,1.1640212,LVR,0,18,1.5079365,TEN,1,16.2,1.3915344,Train,16.077706097,15.924394951,16.018786485,16.077146274,16.092023289,15.936922494,16.031314028,16.089673817
Sam Darnold,MIN,QB,9,19.9,29,237.9,1.89,1.11,4.22,16.4,3.89,0,0,0,0,0,0,0.67,0.33,0,0,0,15.8,15.8,,13,75,CHI,1,10.4,0.7663934,SEA,0,16.4,0.9754098,GNB,1,13.7,0.8729508,Train,15.846396011,15.232235854,15.603137493,15.572891592,15.828555581,15.216625477,15.587527117,15.557281215
Patrick Mahomes,KAN,QB,9,24,34.6,245.3,1.33,1,4.33,18.6,4.28,0.11,0.11,0.11,0.22,2,0,0,0,0.11,0,0,15.7,15.8,,14,76,CLE,0,16.6,1.0333333,HOU,1,16.2,0.9416667,PIT,0,11.2,0.675,Test,15.697554169,15.498693232,15.699526565,14.922859898,15.799207119,15.587639563,15.788472896,15.011806229
Aaron Rodgers,NYJ,QB,10,21.9,35.1,225.8,1.5,0.7,1.2,4.3,3.58,0,0,0,0,0,0,0.3,0.1,0,0,0.1,14.1,14.1,,15,77,JAX,0,21.6,1.5513514,LAR,1,15.8,1.2918919,BUF,0,13.5,1.0540541,Train,14.043360003,14.603075138,14.247129192,13.743345408,14.044685916,14.604235311,14.248289365,13.744505582
C.J. Stroud,HOU,QB,10,20.7,32.9,237.1,1.2,0.6,3.2,14.8,4.63,0,0.1,0,0,0,0,0.5,0.3,0,0,0,14,14,,16,78,MIA,1,11.7,0.9866071,KAN,0,16.1,0.8526786,BAL,1,22,1.0982143,Train,13.982560685,13.753401314,13.930008456,14.794562028,13.961739588,13.735182854,13.911789997,14.776343568
Jared Goff,DET,QB,9,19.2,26.8,231.1,1.78,1,2,2,1,0,0.11,0.11,0.78,7,0.11,0.44,0,0.11,0,0,15.3,15.4,,17,,BUF,1,13.5,0.5803571,CHI,0,10.4,0.5565476,SFO,0,14,0.6607143,Train,15.320719372,15.063665165,14.501284213,14.871700879,15.404918405,15.137339319,14.574958367,14.945375033
Daniel Jones,NYG,QB,10,21.6,34.1,207,0.8,0.7,6.7,26.5,3.96,0.2,0,0,0,0,0,0.4,0.2,0.2,0,0,13.5,13.5,,18,,BAL,1,22,1.5769231,ATL,0,18.2,1.5961538,IND,1,17.2,1.4551282,Train,13.508355678,14.427503526,13.799426603,13.935324039,13.518357864,14.436255439,13.808178516,13.944075952
Justin Herbert,LAC,QB,9,17.7,26.8,209.9,1.22,0.11,4,13,3.25,0.11,0,0,0,0,0,0.44,0.11,0.11,0,0,14.8,14.8,,19,,TAM,1,23.1,1.2090909,DEN,1,13.8,0.7545455,NWE,0,14.3,1.0227273,Train,14.839721614,15.665665503,14.690210958,14.51702914,14.799407548,15.630390696,14.65493615,14.481754332
Caleb Williams,CHI,QB,9,19.8,32.7,198.3,1,0.56,4.44,26.2,5.9,0,0,0,0,0,0,0.44,0.22,0,0,0.22,13.4,13.4,,20,,MIN,0,13.7,0.8762887,DET,1,14.4,0.9123711,SEA,1,16.4,1.2268041,Train,13.423717765,13.20338191,13.526990157,13.758433456,13.432580523,13.211136824,13.534745071,13.76618837
Jordan Love,GNB,QB,7,21,34.3,260,2.14,1.43,1.86,4,2.15,0,0,0,0,0,0,0.57,0,0,0,0.29,17.1,17.1,,21,,SEA,0,16.4,0.952,NOR,1,13.9,0.944,MIN,0,13.7,0.68,Train,17.08551328,16.68502412,16.68422412,16.38782412,17.073053335,16.674121668,16.673321668,16.376921668
Dak Prescott,DAL,QB,8,23.1,35.8,247.3,1.38,1,1.63,6.75,4.15,0.13,0,0,0,0,0,0.5,0.13,0.13,0,0,14.6,14.6,,22,,CAR,0,18.6,1.5736041,TAM,1,23.1,1.3502538,PHI,0,13.1,0.9086294,Train,14.595772852,14.788661652,15.466326627,14.17216419,14.592110019,14.785456673,15.463121648,14.168959211
Justin Fields,PIT,QB,6,17.7,26.7,184.3,0.83,0.17,9.17,38.5,4.2,0.83,0,0,0,0,0,1,0.17,0.83,0,0,18.8,18.9,,23,,PHI,0,13.1,0.7682403,BAL,0,22,1.055794,KAN,1,16.1,0.8197425,Train,18.863588931,17.892464349,18.811219714,18.447614563,18.883094157,17.909531422,18.828286786,18.464681636
Matthew Stafford,LAR,QB,9,23.8,35.8,251.3,1,0.78,0.89,-0.78,-0.88,0,0,0,0,0,0,0.56,0.22,0,0,0,12,12,,24,,SFO,0,14,1.0422535,NYJ,0,14.9,1.0328638,ARI,1,15.8,1.0328638,Test,11.981917023,11.988402747,12.07746378,12.41746378,12.009048114,12.012142452,12.101203484,12.441203484
Derek Carr,NOR,QB,7,17.7,26.3,213.4,1.57,0.57,1.71,5.57,3.25,0.14,0,0,0,0,0,0.14,0,0.14,0,0,15.1,15.1,,25,,WAS,1,16.6,0.9285714,GNB,0,13.7,0.894958,LVR,1,18,1.197479,Train,15.085881985,15.20300388,14.659642535,15.369894636,15.054823981,15.175828126,14.632466781,15.342718882
Najee Harris,PIT,RB,9,0,0,0,0,0,17.4,71.7,4.11,0.33,2.67,1.89,16.9,8.94,0,0,0,0.33,0,0,10.9,12.7,,24,,PHI,0,13.7,0.7682403,BAL,0,15.2,1.055794,KAN,1,10,0.8197425,Train,10.861705194,10.950816079,11.129571444,10.835966294,12.729510139,12.585145406,12.763900771,12.470295621
Jordan Mason,SFO,RB,9,0,0,0,0,0,15,76.7,5.11,0.33,1.33,1.11,9.56,8.6,0,0.22,0.11,0.33,0,0,10.4,11.5,,25,,LAR,1,17.8,0.956,MIA,0,20.4,0.884,DET,1,15.2,0.708,Train,10.413762602,11.237642276,11.240442276,10.952842276,11.505121831,12.192581602,12.195381602,11.907781602
Austin Ekeler,WAS,RB,10,0,0,0,0,0,6.5,33.3,5.12,0.4,3.6,3.1,34.4,11.1,0,0.2,0,0.4,0,0,9.2,12.3,,26,,NOR,0,22.4,0.8428571,PHI,1,13.7,0.6392857,ATL,1,15.2,0.8892857,Test,9.2485364395,10.416755099,9.776397956,9.951397956,12.40072737,13.174922163,12.53456502,12.70956502
Bucky Irving,TAM,RB,10,0,0,0,0,0,9.6,49.2,5.13,0.4,2.8,2.6,18.8,7.23,0,0.1,0.1,0.4,0,0,9,11.6,,27,,LAC,0,11.7,0.5197133,DAL,0,22.4,1.0322581,CAR,1,26.3,1.1111111,Train,8.9981200973,9.0953264113,10.216580892,10.864466196,11.597220049,11.369538869,12.49079335,13.138678654
Rachaad White,TAM,RB,9,0,0,0,0,0,8.89,34,3.83,0.11,4.56,4.11,32.3,7.86,0.44,0.11,0.11,0.55,0,0,9.78,13.9,,28,,LAC,0,11.7,0.5197133,DAL,0,22.4,1.0322581,CAR,1,26.3,1.1111111,Train,9.6971428378,9.7069713093,10.82822579,11.476111094,13.816285935,13.311221519,14.432476,15.080361304
Kareem Hunt,KAN,RB,6,0,0,0,0,0,20.8,74.8,3.59,0.83,3,2.33,19.3,8.29,0,0,0,0.83,0,0,14.5,16.8,,29,,CLE,0,16.2,1.0333333,HOU,1,15.2,0.9416667,PIT,0,16.6,0.675,Test,14.402039448,14.325117851,14.465951184,14.329284517,16.681994551,16.320078565,16.460911899,16.324245232
Tyrone Tracy,NYG,RB,10,0,0,0,0,0,10.7,54.5,5.09,0.3,2.3,1.8,11.7,6.5,0,0.3,0.1,0.3,0,0,8.2,10,,30,,BAL,1,15.2,1.5769231,ATL,0,15.2,1.5961538,IND,1,18.4,1.4551282,Train,8.2416402208,9.1391275009,8.8910505779,9.4469480138,10.029460403,10.70347016,10.455393237,11.011290673
Drake Maye,NWE,QB,6,16.2,25,159,1.17,0.83,4.17,38.8,9.32,0.17,0,0,0,0,0,0.5,0.33,0.17,0,0,13.5,13.6,,26,,ARI,0,15.8,1.3333333,BUF,0,13.5,1.1818182,LAC,1,14.1,0.8787879,Validation,13.59243447,13.606713494,13.361561979,13.641258949,13.670562655,13.675075656,13.429924141,13.709621111
Tank Bigsby,JAX,RB,10,0,0,0,0,0,9.5,51.9,5.46,0.4,0.5,0.3,3.6,12,0,0.2,0,0.4,0,0,8,8.25,,31,,NYJ,1,18.3,1.1640212,LVR,0,20.3,1.5079365,TEN,1,19.1,1.3915344,Train,7.9794022665,9.1783790996,9.162770634,9.2811304224,8.2761431232,9.4380273492,9.4224188836,9.540778672
Deshaun Watson,CLE,QB,7,19.6,30.9,164,0.71,0.43,4.43,21.1,4.77,0.14,0,0,0,0,0,0.71,0.43,0.14,0,0.14,11,11,,27,,KAN,1,16.1,1.1790123,CIN,0,20.4,1.6604938,MIA,1,11.7,1.3641975,Train,10.885764824,11.502945455,11.731093604,11.081463974,10.93004171,11.541687731,11.769835879,11.12020625
Alexander Mattison,LVR,RB,9,0,0,0,0,0,10.2,33.4,3.27,0.33,2.89,2.44,21.7,8.86,0.11,0,0,0.44,0.11,0,8.44,10.8,,32,,ATL,1,15.2,1.3315508,JAX,1,21.3,1.5347594,NOR,0,22.4,1.2620321,Validation,8.404491029,9.2570847306,9.8874055862,9.7201328589,10.771978632,11.328636384,11.958957239,11.791684512
Rico Dowdle,DAL,RB,8,0,0,0,0,0,10.4,46.8,4.51,0,3.63,3,20.8,6.92,0.38,0.13,0,0.38,0,0,9,12,,33,,CAR,0,26.3,1.5736041,TAM,1,19.5,1.3502538,PHI,0,13.7,0.9086294,Train,9.0462466687,10.702826241,10.250491216,9.3763287793,12.033573814,13.316737493,12.864402468,11.990240031
Zach Charbonnet,SEA,RB,9,0,0,0,0,0,6.78,23.7,3.49,0.44,3.44,2.78,21,7.56,0.11,0,0,0.55,0,0,7.78,10.6,,34,,GNB,1,17.7,0.926087,MIN,1,13.2,0.7391304,CHI,0,18.5,0.8130435,Train,7.7645917156,8.9066264468,8.4379307947,8.725322099,10.557720117,11.350613798,10.881918146,11.169309451
Joe Flacco,IND,QB,6,18.8,28.3,194.5,1.5,0.83,1.33,4.17,3.13,0,0,0,0,0,0,0.5,0.5,0,0,0,11.5,11.5,,28,,DEN,0,13.8,0.772093,TEN,1,16.2,1.2232558,NYG,0,17.2,1.0325581,Train,11.516660415,11.534287166,12.069403445,11.900333677,11.53713331,11.552200948,12.087317227,11.91824746
Javonte Williams,DEN,RB,10,0,0,0,0,0,10.3,38.8,3.77,0.2,3.9,3.1,22.2,7.16,0,0.2,0.2,0.2,0,0,6.9,10,,35,,IND,1,18.4,1.0607477,LAC,0,11.7,0.6775701,CIN,0,16.3,1.2570093,Train,6.9086211015,8.2411182301,7.2828004731,7.8007443984,10.003839439,10.949434275,9.9911165182,10.509060443
Josh Downs,IND,WR,8,0,0,0,0,0,0.13,1.5,12,0,8.25,5.63,60.4,10.73,0.38,0,0,0.38,0,0,8.5,14.1,,30,,DEN,0,15.9,0.772093,TEN,1,16.4,1.2232558,NYG,0,20.4,1.0325581,Train,8.4783355403,9.0857529001,9.4308691791,9.5617994117,14.107610961,14.011368894,14.356485173,14.487415405
Jauan Jennings,SFO,WR,7,0,0,0,0,0,0,0,0,0,6.71,4.57,71,15.53,0.43,0,0,0.43,0,0,9.71,14.2,,29,,LAR,1,24.3,0.956,MIA,0,17,0.884,DET,1,23.5,0.708,Train,9.7576387275,11.313533887,10.326333887,11.208733887,14.28354421,15.273701184,14.286501184,15.168901184
Gardner Minshew II,LVR,QB,8,18.5,27.6,187.6,0.75,1,1.88,5.75,3.07,0,0,0,0,0,0,0.63,0.5,0,0,0.13,8.38,8.32,,29,,ATL,1,18.2,1.3315508,JAX,1,21.6,1.5347594,NOR,0,13.9,1.2620321,Train,8.3373959192,9.4983765095,9.8586973652,8.8114246379,8.3575882924,9.516044836,9.8763656917,8.8290929644
Anthony Richardson,IND,QB,6,9.83,22.2,159.7,0.67,1.17,6.83,40.3,5.9,0.17,0,0,0,0,0,1,0.33,0.17,0,0,11.2,11.1,,30,,DEN,0,13.8,0.772093,TEN,1,16.2,1.2232558,NYG,0,17.2,1.0325581,Validation,11.236395123,11.289055035,11.824171314,11.655101546,11.155586203,11.21834723,11.753463509,11.584393742
Deebo Samuel,SFO,WR,8,0,0,0,0,0,3.25,10,3.08,0.13,5.63,3.63,58.5,16.14,0.13,0,0,0.26,0,0,8.38,12,,31,,LAR,1,24.3,0.956,MIA,0,17,0.884,DET,1,23.5,0.708,Train,8.4809296368,10.196413432,9.2092134322,10.091613432,12.071544998,13.338201873,12.351001873,13.233401873
Demarcus Robinson,LAR,WR,9,0,0,0,0,0,0,0,0,0,4.78,2.44,38.9,15.91,0.56,0,0,0.56,0,0,7.22,9.67,,33,,SFO,0,19.5,1.0422535,NYJ,0,16.4,1.0328638,ARI,1,19.9,1.0328638,Test,7.2620172239,8.4084904231,8.0975514559,8.6975514559,9.6786798966,10.523070262,10.212131294,10.812131294
Khalil Shakir,BUF,WR,9,0,0,0,0,0,0.22,0.44,2,0,6,5.33,58.8,11.02,0.22,0,0,0.22,0,0,7.22,12.6,,32,,DET,0,23.5,0.6082474,NWE,1,19.7,0.7731959,NYJ,1,16.4,0.7560137,Train,7.2685771044,8.7708297086,8.657324554,8.3256063409,12.562653931,13.403146932,13.289641777,12.957923564
Tua Tagovailoa,MIA,QB,5,22.6,31.2,231,1.2,0.8,1.8,8.6,4.78,0,0,0,0,0,0,0.8,0.2,0,0,0,13,12.9,,31,,HOU,0,16.2,1.2486188,SFO,1,14,1.2265193,CLE,0,16.6,1.3701657,Validation,13.021837141,13.138969377,13.166759432,13.191124073,12.942691751,13.069717161,13.097507216,13.121871857
Tyler Allgeier,ATL,RB,10,0,0,0,0,0,8.5,42.9,5.05,0.2,0.8,0.8,5.7,7.13,0,0,0,0.2,0.1,0,6.3,7.06,,36,,LVR,0,20.3,1.2837838,NYG,1,18.4,1,WAS,0,20.2,0.9954955,Train,6.2608081768,7.6365855331,7.6682071547,7.5977567043,7.0513109696,8.3282754767,8.3598970984,8.2894466479
Tyreek Hill,MIA,WR,9,0,0,0,0,0,0.78,5.22,6.71,0,6.67,4.11,51.3,12.49,0.22,0,0,0.22,0,0,7,11.1,,34,,HOU,0,23.9,1.2486188,SFO,1,19.5,1.2265193,CLE,0,25.7,1.3701657,Train,7.017732145,8.6553775054,8.4631675606,8.8475322015,11.103941165,12.230810398,12.038600453,12.422965094
Jameson Williams,DET,WR,7,0,0,0,0,0,0.57,4.57,8,0,5,2.86,59.1,20.7,0.43,0,0,0.43,0,0,9,11.8,,35,,BUF,1,17,0.5803571,CHI,0,16,0.5565476,SFO,0,19.5,0.6607143,Train,9.0189005281,9.8995736764,9.547192724,9.9076093907,11.860033763,12.385565257,12.033184305,12.393600971
Keon Coleman,BUF,WR,9,0,0,0,0,0,0,0,0,0,4,2.44,46.3,18.95,0.33,0,0,0.33,0.11,0,6.89,9.3,,36,,DET,0,23.5,0.6082474,NWE,1,19.7,0.7731959,NYJ,1,16.4,0.7560137,Train,6.8843192775,8.4346041101,8.3210989555,7.9893807424,9.3062968405,10.553834478,10.440329323,10.10861111
Quentin Johnston,LAC,WR,7,0,0,0,0,0,0.43,0.86,2,0,4.14,2.86,43.7,15.3,0.71,0,0,0.71,0,0,8.71,11.6,,37,,TAM,1,23.9,1.2090909,DEN,1,15.9,0.7545455,NWE,0,19.7,1.0227273,Validation,8.6776367084,10.353841211,9.5083866653,9.6652048471,11.591427243,12.903407929,12.057953383,12.214771565
Ray Davis,BUF,RB,10,0,0,0,0,0,6.4,26.8,4.19,0.2,1.1,1,14.9,14.9,0.1,0,0,0.3,0,0,6,6.97,,37,,DET,0,15.2,0.6082474,NWE,1,20.9,0.7731959,NYJ,1,18.3,0.7560137,Train,5.9960243445,6.8273460437,7.6638408891,7.402122676,6.9916050295,7.6984791431,8.5349739885,8.2732557754
D.J. Moore,CHI,WR,9,0,0,0,0,0,0.56,2,3.6,0,7.33,4.44,44.2,9.95,0.33,0,0,0.33,0,0,6.67,11.1,,39,,MIN,0,24.9,0.8762887,DET,1,23.5,0.9123711,SEA,1,22.1,1.2268041,Train,6.631699997,8.3803663633,8.4939746107,8.3854179097,11.061353973,12.256313592,12.369921839,12.261365138
Rashid Shaheed,NOR,WR,6,0,0,0,0,0,1,4.83,4.83,0,6.83,3.33,58.2,17.45,0.5,0.17,0.17,0.5,0,0,10,13.3,,38,,WAS,1,20.6,0.9285714,GNB,0,19.4,0.894958,LVR,1,17.2,1.197479,Train,9.0447128822,10.316980915,9.9436195703,10.003871671,12.367383519,13.224317722,12.850956377,12.911208478
Andy Dalton,CAR,QB,6,17.7,26.7,164.8,1.17,1,1.83,5.67,3.09,0,0,0,0,0,0,0.33,0,0,0,0,9.83,9.83,,32,,DAL,1,20.5,1.7245509,ARI,1,15.8,1.3173653,TAM,0,23.1,1.5928144,Train,9.8141508827,11.059837112,10.549118549,11.05666346,9.8115279411,11.057542038,10.546823475,11.054368386
Zack Moss,CIN,RB,8,0,0,0,0,0,9.25,30.3,3.27,0.25,3.38,2.88,23.4,8.13,0.13,0.25,0.13,0.38,0,0,7.38,10.2,,38,,TEN,0,19.1,0.9740741,CLE,1,16.2,0.9185185,DEN,1,17.7,0.6148148,Test,7.3762276175,8.4616065727,8.4160510172,8.5356806468,10.237732746,10.96542356,10.919868004,11.039497634
Will Levis,TEN,QB,6,16.8,24.7,145.7,1.17,1.17,3.5,24.5,7,0,0,0,0,0,0,0.67,0.5,0,0,0,9.67,9.62,,33,,CIN,1,20.4,1.5823529,IND,0,17.2,1.3352941,JAX,0,21.6,1.6882353,Train,9.5716249388,10.823407116,10.228701233,10.703995351,9.6109158856,10.857786694,10.263080812,10.738374929
Tyler Lockett,SEA,WR,9,0,0,0,0,0,0,0,0,0,5.89,3.78,50.7,13.41,0.22,0,0,0.22,0,0,6.44,10.2,,41,,GNB,1,19.4,0.926087,MIN,1,24.9,0.7391304,CHI,0,16,0.8130435,Train,6.4543790257,7.9301903431,8.4614946909,7.3288859953,10.196655364,11.204682139,11.735986487,10.603377791
Xavier Worthy,KAN,WR,9,0,0,0,0,0,1,4.11,4.11,0.22,4.78,2.22,27.3,12.3,0.33,0,0,0.55,0,0,6.44,8.7,,40,,CLE,0,25.7,1.0333333,HOU,1,23.9,0.9416667,PIT,0,18.5,0.675,Train,6.4770703813,8.340769917,8.4016032503,7.5849365837,8.7108647648,10.295340003,10.356173336,9.5395066692
Jakobi Meyers,LVR,WR,7,0,0,0,0,0,0.14,0.43,3,0,7.71,5.57,61.4,11.03,0.29,0,0,0.29,0.14,0,8.14,13.8,,42,,ATL,1,22,1.3315508,JAX,1,23.4,1.5347594,NOR,0,21.4,1.2620321,Train,8.2098671133,9.7667888043,9.92710966,9.4498369327,13.76508012,14.627600186,14.787921041,14.310648314
Russell Wilson,PIT,QB,3,16.7,28.3,245.7,2,0.33,3.33,4.33,1.3,0.33,0,0,0,0,0,0.33,0.33,0.33,0,0,19,18.9,,34,,PHI,0,13.1,0.7682403,BAL,0,22,1.055794,KAN,1,16.1,0.8197425,Train,18.953559153,17.971188293,18.889943658,18.526338508,18.93616452,17.95596799,18.874723354,18.511118204
Diontae Johnson,BAL,WR,9,0,0,0,0,0,0.22,0.67,3,0,6.67,3.44,40.3,11.71,0.33,0,0,0.33,0,0,6.11,9.54,,43,,NYG,0,20.4,0.7302632,PIT,1,18.5,0.5328947,HOU,0,23.9,0.7434211,Train,6.1289557387,7.4758625871,7.516125745,7.8271783766,9.5567922023,10.475219493,10.515482651,10.826535282
Xavier Legette,CAR,WR,10,0,0,0,0,0,0.5,2.2,4.4,0,4.5,2.9,28.4,9.79,0.4,0,0,0.4,0,0,5.5,8.36,,45,,DAL,1,21.7,1.7245509,ARI,1,19.9,1.3173653,TAM,0,23.9,1.5928144,Train,5.4795739086,7.3870822598,7.1663636969,7.3439086071,8.3818744334,9.9265952191,9.7058766562,9.8834215664
Jalen Tolbert,DAL,WR,9,0,0,0,0,0,0,0,0,0,5.33,3.67,40.8,11.12,0.33,0,0,0.33,0,0,6.11,9.74,,44,,CAR,0,19,1.5736041,TAM,1,23.9,1.3502538,PHI,0,17.4,0.9086294,Validation,6.0984233108,7.3934808031,8.1111457777,7.1669833411,9.7322126397,10.573046466,11.29071144,10.346549004
Davante Adams,NYJ,WR,7,0,0,0,0,0,0,0,0,0,9.43,5.43,59.3,10.92,0.29,0,0,0.29,0,0,7.71,13.1,,48,,JAX,0,23.4,1.5513514,LAR,1,24.3,1.2918919,BUF,0,17,1.0540541,Train,7.7297596663,9.2586748432,9.5727288972,8.5689451134,13.129331544,13.983300236,14.29735429,13.293570507
Tank Dell,HOU,WR,9,0,0,0,0,0,0.78,2.67,3.43,0,6.22,3.89,43.8,11.26,0.22,0,0,0.22,0,0,6,9.87,,47,,MIA,1,17,0.9866071,KAN,0,18.8,0.8526786,BAL,1,30.9,1.0982143,Validation,5.9686320404,7.2712137497,7.1878208925,8.672374464,9.8499705052,10.667384906,10.583992049,12.068545621
Darius Slayton,NYG,WR,9,0,0,0,0,0,0.11,1.22,11,0,5.56,3.56,52.1,14.66,0.11,0.11,0,0.11,0,0,6,9.56,,46,,BAL,1,30.9,1.5769231,ATL,0,22,1.5961538,IND,1,21.8,1.4551282,Train,6.0430517429,8.7853625827,7.6472856597,7.8631830956,9.5774758055,11.877983638,10.739906714,10.95580415
Romeo Doubs,GNB,WR,8,0,0,0,0,0,0,0,0,0,5.63,3.75,51.5,13.73,0.25,0,0,0.25,0,0,6.63,10.4,,49,,SEA,0,22.1,0.952,NOR,1,21.4,0.944,MIN,0,24.9,0.68,Validation,6.6651276924,8.1371867308,8.3163867308,8.3899867308,10.390372649,11.396776068,11.575976068,11.649576068
Wan'Dale Robinson,NYG,WR,10,0,0,0,0,0,0.2,1.8,9,0,8.4,5.6,39.4,7.04,0.2,0,0,0.2,0,0,5.3,10.9,,50,,BAL,1,30.9,1.5769231,ATL,0,22,1.5961538,IND,1,21.8,1.4551282,Train,5.3052757142,8.1398085576,7.0017316345,7.2176290704,10.91319145,13.046734826,11.908657903,12.124555339
Tee Higgins,CIN,WR,5,0,0,0,0,0,0,0,0,0,9,5.8,68.2,11.76,0.6,0,0,0.6,0,0,10.4,16.2,,52,,TEN,0,16.4,0.9740741,CLE,1,25.7,0.9185185,DEN,1,15.9,0.6148148,Train,10.468922246,10.897714373,12.072158817,11.061788447,16.249119468,15.955386942,17.129831386,16.119461016
DeAndre Hopkins,KAN,WR,9,0,0,0,0,0,0,0,0,0,4.22,3.22,38.2,11.86,0.33,0.11,0,0.33,0,0,5.78,9.04,,51,,CLE,0,25.7,1.0333333,HOU,1,23.9,0.9416667,PIT,0,18.5,0.675,Train,5.8438163798,7.7866726657,7.847505999,7.0308393324,9.0415018113,10.584647418,10.645480752,9.8288140849
Justice Hill,BAL,RB,10,0,0,0,0,0,3.4,11.7,3.44,0,3,2.7,27.2,10.07,0.2,0,0,0.2,0,0,5.1,7.79,,39,,NYG,0,18.4,0.7302632,PIT,1,16.6,0.5328947,HOU,0,15.2,0.7434211,Train,5.1090893066,6.383479459,6.4337426169,6.0647952485,7.7910223048,8.7301708325,8.7804339903,8.4114866219
Cooper Kupp,LAR,WR,5,0,0,0,0,0,0.4,2,5,0,11.2,8.2,76.4,9.32,0.4,0,0,0.4,0,0,10.2,18.4,,53,,SFO,0,19.5,1.0422535,NYJ,0,16.4,1.0328638,ARI,1,19.9,1.0328638,Train,10.241018733,11.015116743,10.704177776,11.304177776,18.4265548,18.177460802,17.866521835,18.466521835
Jordan Addison,MIN,WR,7,0,0,0,0,0,0.43,2.86,6.67,0.14,4.71,3,42.6,14.19,0.29,0,0,0.43,0,0,7.14,10.1,,55,,CHI,1,16,0.7663934,SEA,0,22.1,0.9754098,GNB,1,19.4,0.8729508,Train,7.1625621817,8.1938812533,8.5747828926,8.544536991,10.159184743,10.815925994,11.196827634,11.166581732
Amari Cooper,BUF,WR,8,0,0,0,0,0,0,0,0,0,7.5,3.63,39.9,11,0.38,0,0,0.38,0,0,6.25,9.86,,54,,DET,0,23.5,0.6082474,NWE,1,19.7,0.7731959,NYJ,1,16.4,0.7560137,Train,6.3295915247,7.9492173264,7.8357121718,7.5039939587,9.946768275,11.114246983,11.000741828,10.669023615
Jerry Jeudy,CLE,WR,9,0,0,0,0,0,0,0,0,0,6.78,3.67,46.4,12.67,0.11,0,0,0.11,0.11,0,5.56,9.2,,56,,KAN,1,18.8,1.1790123,CIN,0,20.9,1.6604938,MIA,1,17,1.3641975,Train,5.5717884098,7.1232160931,7.1313642413,6.9617346116,9.2133901279,10.309617597,10.317765745,10.148136115
Mason Rudolph,TEN,QB,4,19,32,201.5,1,1,3.25,15.3,4.69,0.25,0,0,0,0,0,1,0.25,0.25,0,0,12.5,12.6,,35,,CIN,1,20.4,1.5823529,IND,0,17.2,1.3352941,JAX,0,21.6,1.6882353,Train,12.591975636,13.466213975,12.871508093,13.346802211,12.603702736,13.476475188,12.881769306,13.357063423
Devin Singletary,NYG,RB,8,0,0,0,0,0,9.75,40.4,4.14,0.25,2,1.75,11.5,6.57,0,0.25,0.25,0.25,0,0,6.25,7.94,,40,,BAL,1,15.2,1.5769231,ATL,0,15.2,1.5961538,IND,1,18.4,1.4551282,Train,6.2027341551,7.3550846934,7.1070077703,7.6629052062,7.954728426,8.8880796804,8.6400027574,9.1959001933
Bryce Young,CAR,QB,7,13.1,21.9,117.1,0.57,0.86,2.14,10.1,4.73,0.14,0,0,0,0,0,0,0,0.14,0,0,7.14,7.13,,36,,DAL,1,20.5,1.7245509,ARI,1,15.8,1.3173653,TAM,0,23.1,1.5928144,Test,7.1355183405,8.7160336377,8.2053150749,8.712859985,7.1316196059,8.712622245,8.2019036821,8.7094485923
Travis Etienne,JAX,RB,8,0,0,0,0,0,8.75,37.3,4.26,0.25,3.38,2.38,12,5.05,0,0.13,0.13,0.25,0,0,6.13,8.55,,41,,NYJ,1,18.3,1.1640212,LVR,0,20.3,1.5079365,TEN,1,19.1,1.3915344,Train,6.175168806,7.5996748216,7.584066356,7.7024261444,8.5553152835,9.6823029894,9.6666945238,9.7850543122
Hunter Henry,NWE,TE,10,0,0,0,0,0,0,0,0,0,5.7,4,42.8,10.7,0.1,0,0,0.1,0,0,4.9,8.88,,12,,ARI,0,5.3,1.3333333,BUF,0,5.1,1.1818182,LAC,1,5.4,0.8787879,Train,4.924848888,4.9725761103,4.9374245951,5.1871215648,8.8888373634,8.4410660263,8.4059145112,8.6556114809
Rome Odunze,CHI,WR,9,0,0,0,0,0,0.33,1.67,5,0,5.56,3.11,46,14.79,0.11,0.11,0,0.11,0,0,5.44,8.54,,57,,MIN,0,24.9,0.8762887,DET,1,23.5,0.9123711,SEA,1,22.1,1.2268041,Train,5.4971321159,7.3876194674,7.5012277148,7.3926710138,8.5740905456,10.079958093,10.193566341,10.08500964
